community 0
order,index,name,u_value,percetage(%)
1,4,18,0.110368073779,11.0368073779
2,21,94,0.0823564525478,8.23564525478
3,71,362,0.0808632178527,8.08632178527
4,25,111,0.0484476627575,4.84476627575
5,40,221,0.040416379073,4.0416379073
6,9,33,0.0386134400339,3.86134400339
7,10,37,0.035898559351,3.5898559351
8,24,104,0.0358452896601,3.58452896601
9,3,16,0.0336235324122,3.36235324122
10,39,216,0.0325289058294,3.25289058294
11,85,403,0.0289710357257,2.89710357257
12,67,353,0.0270592024482,2.70592024482
13,45,241,0.0231105481002,2.31105481002
14,27,132,0.0196275900765,1.96275900765
15,22,95,0.0179609877007,1.79609877007
16,73,375,0.0177999994863,1.77999994863
17,38,215,0.0170469375143,1.70469375143
18,14,48,0.0154412967502,1.54412967502
19,11,38,0.0152254410734,1.52254410734
20,47,252,0.0147815803406,1.47815803406
21,68,357,0.0144116310716,1.44116310716
22,54,285,0.0142594115524,1.42594115524
23,6,21,0.0135884839815,1.35884839815
24,66,344,0.0129146775882,1.29146775882
25,35,186,0.0124944889583,1.24944889583
26,26,119,0.0113578621166,1.13578621166
27,29,142,0.0113177790822,1.13177790822
28,44,237,0.0106767441495,1.06767441495
29,56,298,0.00940491602155,0.940491602155
30,55,294,0.00911336678552,0.911336678552
31,19,80,0.00867300572993,0.867300572993
32,49,267,0.00863040590716,0.863040590716
33,43,228,0.00744885751712,0.744885751712
34,15,49,0.00735459774979,0.735459774979
35,18,78,0.0070873314538,0.70873314538
36,42,224,0.00697966262866,0.697966262866
37,13,44,0.00674781259034,0.674781259034
38,46,247,0.00638267954275,0.638267954275
39,32,177,0.00629298914215,0.629298914215
40,69,359,0.00578037086178,0.578037086178
41,64,336,0.00550257806394,0.550257806394
42,20,86,0.00540117742824,0.540117742824
43,41,222,0.00527101790853,0.527101790853
44,34,183,0.00505885398756,0.505885398756
45,84,397,0.00476150400439,0.476150400439
46,61,311,0.00457974253028,0.457974253028
47,81,394,0.00456036225442,0.456036225442
48,2,14,0.00418245940198,0.418245940198
49,5,20,0.00413491528319,0.413491528319
50,80,393,0.00331267190993,0.331267190993
51,83,396,0.00296378154548,0.296378154548
52,31,174,0.0026035613306,0.26035613306
53,79,391,0.00254584740446,0.254584740446
54,17,77,0.00254584383544,0.254584383544
55,48,255,0.0021379411303,0.21379411303
56,72,367,0.00178043871951,0.178043871951
57,0,6,0.00169394539142,0.169394539142
58,76,382,0.00158844852095,0.158844852095
59,50,268,0.00134430557765,0.134430557765
60,1,13,0.00105214733592,0.105214733592
61,16,66,0.00105214733592,0.105214733592
62,7,22,0.00101085514849,0.101085514849
63,12,40,0.000855146153893,0.0855146153893
64,8,29,0.000649394276845,0.0649394276845
65,75,379,0.000594084314814,0.0594084314814
66,70,361,0.0005235085712,0.05235085712
67,53,279,0.000518552786431,0.0518552786431
68,58,300,0.000501468873845,0.0501468873845
69,74,378,0.000171906582458,0.0171906582458
70,30,171,0.000130572689541,0.0130572689541
71,78,386,6.71745947642e-05,0.00671745947642
72,65,337,4.37547815992e-07,4.37547815992e-05
73,28,136,5.45569251046e-10,5.45569251046e-08
74,23,101,6.54472388945e-11,6.54472388945e-09
75,63,316,4.91955810807e-12,4.91955810807e-10
76,59,306,2.23705611957e-13,2.23705611957e-11
77,51,272,7.87581991314e-14,7.87581991314e-12
78,60,308,7.86195202195e-32,7.86195202195e-30
79,37,206,8.0572403348e-40,8.0572403348e-38
80,33,181,8.78787541944e-42,8.78787541944e-40
81,77,383,1.98974407706e-52,1.98974407706e-50
82,57,299,1.44488348855e-52,1.44488348855e-50
83,82,395,4.57817303943e-58,4.57817303943e-56
84,62,313,2.03523556896e-70,2.03523556896e-68
85,52,276,1.77313651127e-70,1.77313651127e-68
86,36,194,2.95344626122e-74,2.95344626122e-72
community 1
order,index,name,u_value,percetage(%)
1,9,33,0.0864014362469,8.64014362469
2,67,353,0.0862721660991,8.62721660991
3,59,306,0.0803573826426,8.03573826426
4,22,95,0.0647329417145,6.47329417145
5,85,403,0.0579783187214,5.79783187214
6,65,337,0.0578536177593,5.78536177593
7,56,298,0.0367626772786,3.67626772786
8,30,171,0.0365078127504,3.65078127504
9,14,48,0.0339681503931,3.39681503931
10,7,22,0.032013040691,3.2013040691
11,4,18,0.0305507799666,3.05507799666
12,5,20,0.0261620748106,2.61620748106
