community 0
order,index,name,u_value,percetage(%)
1,151,275,0.0917062791345,9.17062791345
2,217,390,0.0826758280471,8.26758280471
3,119,214,0.0639427664571,6.39427664571
4,41,74,0.0541560756756,5.41560756756
5,51,96,0.052021101066,5.2021101066
6,231,406,0.0485279797606,4.85279797606
7,76,134,0.0461877554429,4.61877554429
8,39,70,0.0410563211914,4.10563211914
9,165,310,0.0330903974715,3.30903974715
10,50,95,0.0285986041931,2.85986041931
11,206,376,0.0218023314689,2.18023314689
12,208,378,0.0217178919782,2.17178919782
13,127,224,0.0199538475604,1.99538475604
14,184,339,0.019398691708,1.9398691708
15,163,306,0.0186550072062,1.86550072062
16,82,141,0.0177861415136,1.77861415136
17,229,403,0.0176666078305,1.76666078305
18,226,400,0.0176022871747,1.76022871747
19,131,235,0.0170697334329,1.70697334329
20,125,221,0.0144246721615,1.44246721615
21,209,379,0.0111485034548,1.11485034548
22,3,11,0.0110014221179,1.10014221179
23,221,394,0.0104246489966,1.04246489966
24,49,94,0.0101406809168,1.01406809168
25,175,328,0.0100570483529,1.00570483529
26,169,315,0.00947462994301,0.947462994301
27,26,48,0.00925665420121,0.925665420121
28,144,260,0.00858612742117,0.858612742117
29,195,357,0.00842871813964,0.842871813964
30,20,41,0.00782496447707,0.782496447707
31,61,111,0.00776951397529,0.776951397529
32,124,220,0.00774102023154,0.774102023154
33,214,387,0.00749779043893,0.749779043893
34,11,20,0.00740511428766,0.740511428766
35,193,353,0.00727683656578,0.727683656578
36,159,295,0.00675436821948,0.675436821948
37,78,136,0.00669288791323,0.669288791323
38,182,337,0.00560629614678,0.560629614678
39,80,138,0.00540717119497,0.540717119497
40,218,391,0.0052964987741,0.52964987741
41,180,335,0.00511292564836,0.511292564836
42,24,45,0.00471029639934,0.471029639934
43,0,3,0.00419154770393,0.419154770393
44,115,207,0.00418216450502,0.418216450502
45,99,174,0.00384712560546,0.384712560546
46,114,206,0.00383550763315,0.383550763315
47,25,46,0.00370205126322,0.370205126322
48,118,212,0.00352469116747,0.352469116747
49,155,282,0.00349651230327,0.349651230327
50,16,36,0.00332577300299,0.332577300299
51,210,380,0.00328141664435,0.328141664435
52,15,33,0.00316629955145,0.316629955145
53,139,255,0.00297802674245,0.297802674245
54,19,39,0.00256558103283,0.256558103283
55,196,358,0.0025153931998,0.25153931998
56,113,203,0.00234964952085,0.234964952085
57,160,298,0.00226215517722,0.226215517722
58,216,389,0.00200420123781,0.200420123781
59,79,137,0.00191473487631,0.191473487631
60,40,72,0.00185503125201,0.185503125201
61,44,84,0.00181180594078,0.181180594078
62,168,313,0.00163707555411,0.163707555411
63,89,158,0.00161056137566,0.161056137566
64,60,110,0.00148661516581,0.148661516581
65,87,150,0.00144848420813,0.144848420813
66,133,238,0.00143575590395,0.143575590395
67,21,42,0.00141681405559,0.141681405559
68,116,210,0.00129973444449,0.129973444449
69,228,402,0.00127387667987,0.127387667987
70,211,384,0.0012669970541,0.12669970541
71,188,344,0.00124673445984,0.124673445984
72,170,318,0.00122459274306,0.122459274306
73,227,401,0.00120281294441,0.120281294441
74,63,114,0.000912356743251,0.0912356743251
75,223,396,0.00082882174475,0.082882174475
76,173,323,0.000778343508333,0.0778343508333
77,197,359,0.000776372420037,0.0776372420037
78,149,272,0.000774425762911,0.0774425762911
79,136,247,0.000709635857035,0.0709635857035
80,222,395,0.00070054732776,0.070054732776
81,4,12,0.000669940865691,0.0669940865691
82,83,142,0.000669934331977,0.0669934331977
83,167,312,0.000647974247478,0.0647974247478
84,140,256,0.000605461495018,0.0605461495018
85,22,43,0.00058418641799,0.058418641799
86,90,159,0.000583382531816,0.0583382531816
87,1,6,0.000531056284035,0.0531056284035
88,62,112,0.000467985783443,0.0467985783443
89,105,185,0.000458478420905,0.0458478420905
90,212,385,0.000439985128245,0.0439985128245
91,123,219,0.000414735171122,0.0414735171122
92,5,13,0.000389072645647,0.0389072645647
93,96,168,0.000378544320476,0.0378544320476
94,146,265,0.000370115875928,0.0370115875928
95,67,118,0.000361584882955,0.0361584882955
96,179,333,0.000361359163598,0.0361359163598
97,215,388,0.000360662506082,0.0360662506082
98,162,302,0.000360134800487,0.0360134800487
99,130,233,0.000358954879376,0.0358954879376
100,122,218,0.000355843136102,0.0355843136102
101,143,259,0.00035226369014,0.035226369014
102,54,99,0.000350236238444,0.0350236238444
103,183,338,0.000348518776634,0.0348518776634
104,7,15,0.000342611711218,0.0342611711218
105,117,211,0.000337883022038,0.0337883022038
106,93,163,0.000333651921401,0.0333651921401
107,36,66,0.000328569731171,0.0328569731171
108,38,69,0.000313695562729,0.0313695562729
109,201,367,0.000307179184121,0.0307179184121
110,203,369,0.000307179184121,0.0307179184121
111,98,173,0.000304490794722,0.0304490794722
112,152,277,0.000292945836467,0.0292945836467
113,57,106,0.000280105167137,0.0280105167137
114,111,200,0.000278679320692,0.0278679320692
115,100,175,0.000278362209773,0.0278362209773
116,191,350,0.000278362209773,0.0278362209773
117,103,182,0.000276301814295,0.0276301814295
118,132,237,0.000274731319082,0.0274731319082
119,59,109,0.000261438936693,0.0261438936693
120,108,189,0.000254470031926,0.0254470031926
121,153,278,0.000247063042719,0.0247063042719
122,147,267,0.000246125678433,0.0246125678433
123,32,59,0.000245642486422,0.0245642486422
124,52,97,0.000245642486422,0.0245642486422
125,178,331,0.000245642486422,0.0245642486422
126,194,355,0.000239265332057,0.0239265332057
127,31,58,0.000204094123954,0.0204094123954
128,166,311,0.000196303988118,0.0196303988118
129,85,146,0.00019507122312,0.019507122312
130,58,107,0.000187869526037,0.0187869526037
131,109,198,0.000181414518978,0.0181414518978
132,43,82,0.000173578916123,0.0173578916123
133,190,348,0.000170584856955,0.0170584856955
134,128,225,0.000158377417525,0.0158377417525
135,176,329,0.000149167916214,0.0149167916214
136,202,368,0.000107844329397,0.0107844329397
137,224,397,0.000102636261767,0.0102636261767
138,129,231,9.15287935999e-05,0.00915287935999
139,138,253,9.15287935999e-05,0.00915287935999
140,29,54,8.33525637351e-05,0.00833525637351
141,158,294,8.21511129924e-05,0.00821511129924
142,189,345,6.66821930202e-05,0.00666821930202
143,142,258,6.17244979221e-05,0.00617244979221
144,14,32,4.41374334333e-05,0.00441374334333
145,220,393,4.31213765279e-05,0.00431213765279
146,112,201,2.84682506413e-05,0.00284682506413
147,192,351,2.61527444908e-05,0.00261527444908
148,55,103,2.58213157122e-05,0.00258213157122
149,232,407,2.54270519738e-05,0.00254270519738
150,64,115,1.66564393942e-05,0.00166564393942
151,185,341,1.30089758033e-05,0.00130089758033
152,75,132,8.12575527217e-06,0.000812575527217
153,71,124,7.56184715511e-06,0.000756184715511
154,177,330,6.71765450865e-06,0.000671765450865
155,37,68,5.28675254806e-06,0.000528675254806
156,135,246,3.25957236717e-06,0.000325957236717
157,30,55,2.71028760783e-06,0.000271028760783
158,72,127,1.92027238557e-06,0.000192027238557
159,157,292,8.27602192037e-07,8.27602192037e-05
160,187,343,5.36640175496e-07,5.36640175496e-05
161,84,144,5.15567204857e-07,5.15567204857e-05
162,148,268,4.38881621072e-07,4.38881621072e-05
163,45,85,1.53883070348e-07,1.53883070348e-05
164,2,8,4.32896383776e-08,4.32896383776e-06
165,199,362,1.86433404028e-08,1.86433404028e-06
166,134,241,1.79222335373e-08,1.79222335373e-06
167,47,87,1.78995748497e-08,1.78995748497e-06
168,9,18,8.76763128607e-09,8.76763128607e-07
169,225,398,8.1451501722e-09,8.1451501722e-07
170,161,300,6.1630518529e-09,6.1630518529e-07
171,141,257,1.91591430561e-09,1.91591430561e-07
172,81,139,4.52364642392e-10,4.52364642392e-08
173,106,186,4.27307063688e-10,4.27307063688e-08
174,200,365,3.39062781233e-10,3.39062781233e-08
175,174,326,3.32719756476e-10,3.32719756476e-08
176,230,405,2.67075847531e-10,2.67075847531e-08
177,23,44,2.44697731033e-10,2.44697731033e-08
178,68,119,6.1633941799e-11,6.1633941799e-09
179,186,342,5.05495268747e-11,5.05495268747e-09
180,66,117,2.80653600452e-11,2.80653600452e-09
181,35,63,2.34476687281e-11,2.34476687281e-09
182,102,181,1.77805535264e-11,1.77805535264e-09
183,69,120,1.61655532199e-12,1.61655532199e-10
184,204,374,1.06443098945e-12,1.06443098945e-10
185,172,322,6.56400353124e-13,6.56400353124e-11
186,154,279,1.21369947552e-13,1.21369947552e-11
187,207,377,2.33993307716e-14,2.33993307716e-12
188,48,91,1.80577880387e-14,1.80577880387e-12
189,156,285,2.89306614029e-15,2.89306614029e-13
190,205,375,1.20371107997e-15,1.20371107997e-13
191,107,188,3.27214023487e-16,3.27214023487e-14
192,94,164,8.81851469487e-17,8.81851469487e-15
193,110,199,8.76649551149e-17,8.76649551149e-15
194,150,274,6.76196723149e-17,6.76196723149e-15
195,8,16,1.65810946027e-17,1.65810946027e-15
196,145,262,1.45692223408e-17,1.45692223408e-15
197,171,320,5.1300145145e-18,5.1300145145e-16
198,27,49,2.97623277965e-18,2.97623277965e-16
199,34,62,1.24013104326e-18,1.24013104326e-16
200,198,361,1.78069385102e-19,1.78069385102e-17
201,73,130,5.51585715383e-20,5.51585715383e-18
202,95,166,3.17647499805e-20,3.17647499805e-18
203,121,216,1.70374012069e-21,1.70374012069e-19
204,181,336,1.44422368359e-21,1.44422368359e-19
205,77,135,9.48609772658e-22,9.48609772658e-20
206,33,60,6.58325768513e-23,6.58325768513e-21
207,86,148,5.23979353918e-23,5.23979353918e-21
208,28,50,4.25247115292e-23,4.25247115292e-21
209,88,152,1.66726947027e-23,1.66726947027e-21
210,92,162,1.36418201676e-24,1.36418201676e-22
211,164,308,5.01236991583e-25,5.01236991583e-23
212,17,37,2.11125080103e-25,2.11125080103e-23
213,137,252,1.05442008656e-25,1.05442008656e-23
214,6,14,6.71746558381e-26,6.71746558381e-24
215,126,222,4.64668562007e-26,4.64668562007e-24
216,104,183,3.39789395809e-26,3.39789395809e-24
217,91,161,2.20654809496e-26,2.20654809496e-24
218,56,104,1.65296224375e-26,1.65296224375e-24
219,120,215,1.38807551475e-27,1.38807551475e-25
220,219,392,6.45781466529e-30,6.45781466529e-28
221,18,38,2.43443598903e-31,2.43443598903e-29
222,97,172,1.14734357116e-31,1.14734357116e-29
223,12,21,1.13007589629e-35,1.13007589629e-33
224,65,116,8.5150790397e-36,8.5150790397e-34
225,13,23,4.39890333916e-36,4.39890333916e-34
226,101,177,1.65455264705e-37,1.65455264705e-35
227,70,123,7.76852305097e-39,7.76852305097e-37
228,74,131,1.24490711188e-42,1.24490711188e-40
229,53,98,4.9996958672e-43,4.9996958672e-41
230,46,86,6.73059979748e-48,6.73059979748e-46
231,10,19,2.8928347789e-50,2.8928347789e-48
232,213,386,2.58278428918e-53,2.58278428918e-51
233,42,81,1.55369839958e-58,1.55369839958e-56
community 1
order,index,name,u_value,percetage(%)
1,49,94,0.0536248866975,5.36248866975
2,9,18,0.0308066142006,3.08066142006
3,50,95,0.0281599900081,2.81599900081
4,199,362,0.0275163000614,2.75163000614
5,205,375,0.0272534843013,2.72534843013
6,187,343,0.0257186478262,2.57186478262
7,23,44,0.0210628444693,2.10628444693
8,193,353,0.0203196040602,2.03196040602
9,106,186,0.0201157368361,2.01157368361
10,8,16,0.0198064415897,1.98064415897
11,169,315,0.0186033574511,1.86033574511
12,61,111,0.0178292102063,1.78292102063
