community 0
order,index,name,u_value,percetage(%)
1,194,390,0.0884538776796,8.84538776796
2,139,275,0.088035684724,8.8035684724
3,52,96,0.0521050298026,5.21050298026
4,152,310,0.0428532526217,4.28532526217
5,113,224,0.0383191853325,3.83191853325
6,209,406,0.035930870082,3.5930870082
7,150,306,0.0341217615836,3.41217615836
8,207,403,0.0327369132987,3.27369132987
9,71,134,0.032235304797,3.2235304797
10,51,95,0.0317395038293,3.17395038293
11,187,378,0.028570010446,2.8570010446
12,119,235,0.0250283097992,2.50283097992
13,74,141,0.0248227310111,2.48227310111
14,185,376,0.0244555641686,2.44555641686
15,198,394,0.0213406638535,2.13406638535
16,163,335,0.0192918950226,1.92918950226
17,6,18,0.0152930295507,1.52930295507
18,195,391,0.0150449306782,1.50449306782
19,175,357,0.0146616511312,1.46616511312
20,204,400,0.0144176918665,1.44176918665
21,111,221,0.0136314390349,1.36314390349
22,50,94,0.0123446267428,1.23446267428
23,136,269,0.0112617853827,1.12617853827
24,24,48,0.0108032184423,1.08032184423
25,60,111,0.0103154736939,1.03154736939
26,188,379,0.0102596678467,1.02596678467
27,173,353,0.00918093922299,0.918093922299
28,154,315,0.00913575885003,0.913575885003
29,165,337,0.00904110971395,0.904110971395
30,11,33,0.00836108547315,0.836108547315
31,81,158,0.0082421834106,0.82421834106
32,99,203,0.00807689376458,0.807689376458
33,72,136,0.00752980543355,0.752980543355
34,79,150,0.00745552598342,0.745552598342
35,9,29,0.00727013971665,0.727013971665
36,23,47,0.00648602232984,0.648602232984
37,12,36,0.00642010981809,0.642010981809
38,88,174,0.00622375767035,0.622375767035
39,192,386,0.00614193529149,0.614193529149
40,172,350,0.00570663066806,0.570663066806
41,110,220,0.00546217857358,0.546217857358
42,17,41,0.00531559007199,0.531559007199
43,142,282,0.00521220569234,0.521220569234
44,20,44,0.00450763548356,0.450763548356
45,181,366,0.00446966848723,0.446966848723
46,38,71,0.00440921396284,0.440921396284
47,7,20,0.00432060579675,0.432060579675
48,158,323,0.00419547634174,0.419547634174
49,196,392,0.00407366346219,0.407366346219
50,199,395,0.00399239498984,0.399239498984
51,73,138,0.00398309150177,0.398309150177
52,182,367,0.00382762431654,0.382762431654
53,21,45,0.0038109667565,0.38109667565
